Alloy formula;Alloy class;Cu;Al;Ag;B;Be;Ca;Co;Ce;Cr;Fe;Hf;La;Mg;Mn;Mo;Nb;Nd;Ni;P;Pb;Pr;Si;Sn;Ti;V;Zn;Zr;Tss (K);tss (h);CR reduction (%);Aging;Tag (K);tag (h);Secondary thermo-mechanical process;Hardness (HV);Yield strength (MPa);Ultimate tensile strength (MPa);Electrical conductivity (%IACS)
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;0.5;N;297;;;33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;0.75;N;294;;;34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;1;N;290;;;34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;1.5;N;289;;;35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;2;N;287;;;36
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;3;N;285;;;37
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;4;N;282;;;38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;6;N;277;;;38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;8;N;273;;;38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;10;N;266;;;39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;12;N;265;;;39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;14;N;261;;;40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;0;Y;773;16;N;259;;;40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;N;;;N;259;;;15
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;0.167;N;333;;;26
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;0.333;N;336;;;27
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;0.5;N;342;;;29
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;1;N;338;950;1040;29
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;1.5;N;337;;;32
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;2;N;335;;;33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;3;N;327;;;34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;4;N;319;;;35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;5;N;313;;;37
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;7;N;309;;;38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;9;N;300;;;39
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;11;N;294;;;40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;13;N;290;;;40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;15;N;278;;;41
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;17;N;268;;;42
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;20;N;258;;;43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;23;N;253;;;43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;50;Y;723;27;N;251;;;43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;N;;;N;287;;;16
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;0.167;N;331;;;30
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;0.333;N;338;;;32
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;0.5;N;336;;;33
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;0.667;N;334;;;34
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;1;N;329;;;35
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;1.5;N;320;;;36
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;2;N;316;;;37
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;3;N;311;;;38
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;4;N;303;;;40
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;5;N;300;;;41
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;7;N;296;;;41
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;9;N;292;;;43
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;11;N;283;;;44
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;13;N;276;;;44
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;15;N;269;;;45
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;17;N;264;;;46
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;20;N;259;;;46
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;23;N;252;;;47
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;26;N;248;;;47
Cu-6Ni-1.4Si-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.35;0;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1.4;0;0;0;0;0;1243;4;80;Y;723;30;N;238;;;47
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;N;;;N;261;;;15
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;0.5;N;281;;;20
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;1;N;285;;;23
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;2;N;288;;;25
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;3;N;293;;;26
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;4.5;N;295;;;27
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;6;N;297;;;28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;8;N;297;;;28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;10;N;297;;;29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;12;N;298;;;29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;14;N;298;;;30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;16;N;300;;;31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;18;N;301;;;31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;673;20;N;303;;;31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;0.167;N;265;;;19
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;0.5;N;285;;;23
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;1;N;297;;;26
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;2;N;310;;;28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;3;N;306;;;30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;4.5;N;305;;;31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;6;N;303;;;32
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;8;N;300;;;33
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;10;N;297;;;34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;12;N;293;;;34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;14;N;289;;;34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;16;N;288;;;35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;18;N;287;;;35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;723;20;N;287;;;35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;0.167;N;268;;;20
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;0.5;N;286;;;27
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;1;N;302;;;31
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;2;N;297;;;32
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;3;N;295;;;34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;4.5;N;293;;;34
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;6;N;290;;;35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;8;N;285;;;35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;10;N;279;;;35
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;12;N;276;;;36
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;14;N;274;;;37
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;16;N;273;;;37
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;18;N;272;;;38
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;0;Y;773;20;N;270;;;38
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;N;;;N;270;;;16
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;0.167;N;306;;;20
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;0.5;N;332;;;23
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;0.667;N;339;;;26
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;1;N;343;985;1080;28
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;1.5;N;337;;;29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;2;N;335;;;29
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;3;N;333;;;30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;4;N;331;;;30
Cu-6Ni-1.0Si-0.5Al-0.15Mg-0.1Cr;Cu-Ni-Si alloys;92.25;0.5;0;0;0;0;0;0;0.1;0;0;0;0.15;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1243;4;50;Y;723;5;N;326;;;31
